primary_accession	OSD188_6_14_RI	OSD189_6_14_YNG	OSD190_6_14_KI	OSD191_6_14_DRW	OSD31_6_14_PH	OSD32_6_14_NSI	OSD33_6_14_MI
M01153_28_000000000-ABJE2_1_1103_20908_7707	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1103_2093_15432	2	0	0	0	0	0	12
M01153_28_000000000-ABJE2_1_1103_20934_16496	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1103_20957_3813	0	4	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1103_20980_13697	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1103_21028_16053	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1103_21037_15368	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1103_21057_26049	0	0	0	2	0	0	0
M01153_28_000000000-ABJE2_1_1103_21057_9631	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1103_21086_9490	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_21101_26731	0	0	4	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_21104_2646	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_21118_3469	0	0	4	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_21157_23431	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1103_21169_21680	2	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_21196_8293	0	0	0	2	0	0	0
M01153_28_000000000-ABJE2_1_1103_21218_9626	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1103_21263_20442	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1103_21275_26863	0	0	0	0	0	3	0
M01153_28_000000000-ABJE2_1_1103_21303_4594	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_21305_23742	0	0	7	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_21309_9883	0	0	0	0	0	2	0
M01153_28_000000000-ABJE2_1_1103_21343_9321	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1103_21361_27216	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_21390_25456	0	0	0	0	0	13	0
M01153_28_000000000-ABJE2_1_1103_21413_4280	6	1	0	0	0	0	7
M01153_28_000000000-ABJE2_1_1103_21437_18692	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_21437_26701	14	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_21438_12501	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1103_21467_12895	0	0	0	0	0	0	4
M01153_28_000000000-ABJE2_1_1103_21483_22013	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1103_21513_19836	0	0	0	0	1	1	0
M01153_28_000000000-ABJE2_1_1103_21542_5255	0	0	0	0	0	2	0
M01153_28_000000000-ABJE2_1_1103_21557_7084	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1103_21596_26592	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1103_2160_12906	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1103_21615_7150	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_21617_15832	2	0	2	2	0	4	0
M01153_28_000000000-ABJE2_1_1103_21622_16161	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1103_21644_11187	0	0	0	0	2	0	0
M01153_28_000000000-ABJE2_1_1103_21655_17880	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_21655_4032	6	4	0	3	4	4	1
M01153_28_000000000-ABJE2_1_1103_21698_25336	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_21734_15030	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1103_21746_12655	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1103_21750_8382	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1103_21754_7110	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1103_21772_5874	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_21815_4563	0	0	11	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_21825_26794	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1103_21844_18719	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1103_21847_21711	75	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_21941_7545	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_21952_27675	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_21991_5376	0	0	0	6	0	0	0
M01153_28_000000000-ABJE2_1_1103_21994_27599	0	1	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1103_22023_11684	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_22058_21247	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_22072_23848	0	1	0	8	0	0	1
M01153_28_000000000-ABJE2_1_1103_22122_26595	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1103_22123_13149	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_22123_4493	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_22133_24098	2	3	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1103_22155_7603	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_22161_23633	0	6	0	0	9	0	0
M01153_28_000000000-ABJE2_1_1103_22169_16341	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1103_22188_10758	3	0	5	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_22224_8489	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_22232_16333	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1103_22241_13662	0	2	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_22261_3781	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_22295_19584	0	0	0	0	0	20	0
M01153_28_000000000-ABJE2_1_1103_22299_8857	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_22300_23842	0	0	0	0	0	6	0
M01153_28_000000000-ABJE2_1_1103_22318_6069	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1103_22335_7031	0	1	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1103_22361_15681	0	0	0	0	0	8	0
M01153_28_000000000-ABJE2_1_1103_22380_18894	0	0	5	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_22391_6047	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1103_22412_7044	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_22427_14934	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_22445_15660	0	3	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_22456_15975	0	10	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_22467_5124	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1103_22471_27192	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_22505_3204	0	0	0	15	0	0	0
M01153_28_000000000-ABJE2_1_1103_2253_16115	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_22538_20155	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_22583_21091	2	5	0	12	0	0	0
M01153_28_000000000-ABJE2_1_1103_22603_20245	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1103_22605_3992	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_22617_25699	0	0	0	3	3	2	0
M01153_28_000000000-ABJE2_1_1103_22619_13482	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1103_22630_5834	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1103_22640_9299	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_22660_24658	0	0	0	0	0	2	0
M01153_28_000000000-ABJE2_1_1103_22662_21503	0	0	0	0	0	0	2
M01153_28_000000000-ABJE2_1_1103_22666_18837	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1103_22668_4152	0	0	17	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_22708_15814	0	0	0	0	3	0	0
M01153_28_000000000-ABJE2_1_1103_22806_21428	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_22856_16811	0	0	3	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_22868_3373	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_22888_25601	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1103_22905_3496	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1103_2292_15937	1	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1103_22945_11244	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1103_22979_8893	0	0	0	5	0	0	0
M01153_28_000000000-ABJE2_1_1103_22989_17873	2	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1103_22997_4626	6	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1103_23037_21452	0	0	0	0	0	2	0
M01153_28_000000000-ABJE2_1_1103_23043_12498	2	4	0	3	0	1	0
M01153_28_000000000-ABJE2_1_1103_23043_7889	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_23046_8767	0	0	0	5	0	0	0
M01153_28_000000000-ABJE2_1_1103_23068_21214	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1103_23080_7908	0	0	0	8	0	0	0
M01153_28_000000000-ABJE2_1_1103_23113_6081	2	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_23122_17226	0	0	0	5	0	0	0
M01153_28_000000000-ABJE2_1_1103_23125_8129	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1103_23143_23655	0	1	1	0	0	0	1
M01153_28_000000000-ABJE2_1_1103_23143_25693	4	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1103_23148_13950	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_23154_7755	0	39	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_23189_7957	8	0	0	29	29	15	0
M01153_28_000000000-ABJE2_1_1103_23203_11926	3	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1103_23211_10247	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_23227_8141	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1103_23296_21033	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_23303_15220	1	4	4	1	2	3	0
M01153_28_000000000-ABJE2_1_1103_23309_14427	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1103_23322_17814	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1103_23333_17772	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1103_23349_19557	0	0	0	0	0	0	3
M01153_28_000000000-ABJE2_1_1103_23359_11429	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1103_23362_9003	0	0	0	12	0	0	0
M01153_28_000000000-ABJE2_1_1103_23369_22442	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1103_23394_12601	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1103_23404_19641	0	8	0	7	0	6	14
M01153_28_000000000-ABJE2_1_1103_23409_5676	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1103_23428_13897	1	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1103_23472_14065	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_23482_26025	0	0	0	36	0	0	0
M01153_28_000000000-ABJE2_1_1103_23484_25704	0	0	0	2	0	0	0
M01153_28_000000000-ABJE2_1_1103_23513_9428	0	3	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_23547_19206	1	6	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1103_23561_6643	0	0	0	0	0	3	0
M01153_28_000000000-ABJE2_1_1103_23565_21292	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1103_23573_20180	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_23580_10342	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_23617_14414	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_23631_10091	0	0	0	0	1	1	0
M01153_28_000000000-ABJE2_1_1103_23673_16213	10	0	0	0	1	7	14
M01153_28_000000000-ABJE2_1_1103_23751_6886	22	4	0	9	11	2	2
M01153_28_000000000-ABJE2_1_1103_23768_12192	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1103_23802_18734	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1103_23847_10986	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_23889_9327	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_23899_17971	0	0	0	5	0	0	0
M01153_28_000000000-ABJE2_1_1103_23911_23921	0	0	0	0	8	0	0
M01153_28_000000000-ABJE2_1_1103_24032_11948	0	3	0	0	2	4	0
M01153_28_000000000-ABJE2_1_1103_24052_22389	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1103_24072_23642	0	0	0	8	0	0	0
M01153_28_000000000-ABJE2_1_1103_24081_9625	0	0	10	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_24133_13179	0	1	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1103_24184_5842	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1103_24221_4510	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_24249_5742	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_24273_10552	0	10	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1103_24313_6707	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1103_24332_25900	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1103_24365_8148	2	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_24366_6654	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_24384_15341	0	3	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_24384_9791	0	0	0	2	0	0	0
M01153_28_000000000-ABJE2_1_1103_24411_19591	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_24412_10177	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_24447_25620	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_24467_10644	2	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1103_24499_11498	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1103_24515_10272	2	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_24528_4670	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1103_24552_8897	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_24569_15732	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1103_24582_17139	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1103_24592_24592	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1103_24612_14631	0	0	0	0	6	0	0
M01153_28_000000000-ABJE2_1_1103_24654_18691	0	4	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_24656_24216	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_24663_14430	0	0	0	0	0	0	21
M01153_28_000000000-ABJE2_1_1103_24690_13315	0	0	0	0	7	0	0
M01153_28_000000000-ABJE2_1_1103_24706_10803	0	0	0	0	2	0	0
M01153_28_000000000-ABJE2_1_1103_24706_16765	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_24727_8333	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1103_24744_7914	0	0	0	0	0	6	0
M01153_28_000000000-ABJE2_1_1103_24758_15298	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1103_24773_23131	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1103_24784_14781	7	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1103_24795_21028	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1103_24798_21546	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_24838_15953	0	0	2	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_24864_6185	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_24936_17394	3	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_24980_20437	0	0	0	0	0	2	0
M01153_28_000000000-ABJE2_1_1103_24984_8110	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_24985_7832	0	0	0	0	0	4	0
M01153_28_000000000-ABJE2_1_1103_24991_8514	0	0	0	0	2	0	0
M01153_28_000000000-ABJE2_1_1103_25043_20510	0	0	0	3	0	0	0
M01153_28_000000000-ABJE2_1_1103_25139_17330	0	0	2	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_25181_5576	3	0	0	0	0	11	0
M01153_28_000000000-ABJE2_1_1103_25221_23139	9	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_25225_21623	0	1	0	0	0	3	0
M01153_28_000000000-ABJE2_1_1103_25259_9594	2	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_25302_10959	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_25351_8297	0	0	0	0	16	0	0
M01153_28_000000000-ABJE2_1_1103_25355_18243	0	0	0	0	7	0	0
M01153_28_000000000-ABJE2_1_1103_25360_12719	10	0	0	0	0	0	4
M01153_28_000000000-ABJE2_1_1103_25372_23301	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1103_25430_13331	0	10	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_25447_19431	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_25469_18563	0	0	0	2	0	0	1
M01153_28_000000000-ABJE2_1_1103_25510_14664	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1103_25560_13256	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_25578_22325	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_25588_22514	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1103_25591_19802	0	0	0	0	2	0	0
M01153_28_000000000-ABJE2_1_1103_25650_22473	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1103_25672_19809	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_25693_22803	0	0	1	0	2	0	0
M01153_28_000000000-ABJE2_1_1103_25706_22555	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_25739_20557	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_25829_11977	0	0	1	0	0	0	3
M01153_28_000000000-ABJE2_1_1103_25833_17394	0	0	20	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_25928_12134	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1103_26009_22829	0	0	0	4	0	0	0
M01153_28_000000000-ABJE2_1_1103_26015_10129	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_26016_7909	0	0	0	0	3	0	0
M01153_28_000000000-ABJE2_1_1103_26025_6841	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1103_26035_8089	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_26049_22140	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_26064_13308	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1103_26109_8257	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_26126_9799	0	5	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_26141_19330	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_2615_16391	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1103_26164_21015	0	0	0	0	2	0	0
M01153_28_000000000-ABJE2_1_1103_26180_13111	0	14	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1103_26220_14879	0	0	0	0	0	0	6
M01153_28_000000000-ABJE2_1_1103_26228_17116	0	0	0	9	0	0	0
M01153_28_000000000-ABJE2_1_1103_26255_20163	0	0	0	0	0	4	0
M01153_28_000000000-ABJE2_1_1103_26256_20009	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_26265_12741	0	0	0	0	0	5	0
M01153_28_000000000-ABJE2_1_1103_26287_10045	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1103_2629_12816	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_26294_18777	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1103_26305_20058	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_26311_13643	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1103_26322_21030	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_26353_14480	0	10	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_26389_18455	0	0	6	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_26405_9140	0	0	0	0	4	0	0
M01153_28_000000000-ABJE2_1_1103_26439_18568	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1103_26507_11622	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_2656_11196	0	0	9	0	3	1	1
M01153_28_000000000-ABJE2_1_1103_26563_14672	0	0	0	0	7	1	0
M01153_28_000000000-ABJE2_1_1103_26563_16353	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1103_26567_18481	0	0	0	0	0	2	0
M01153_28_000000000-ABJE2_1_1103_26579_9584	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1103_26583_17485	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_26597_10774	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_26618_12207	7	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1103_26653_16786	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1103_26664_23833	0	0	0	0	0	4	0
M01153_28_000000000-ABJE2_1_1103_26696_19217	0	1	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1103_26711_8796	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_26739_15334	0	0	0	3	0	0	0
M01153_28_000000000-ABJE2_1_1103_26746_9199	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_26767_9575	1	0	0	0	0	2	0
M01153_28_000000000-ABJE2_1_1103_2679_13948	0	0	0	0	0	16	0
M01153_28_000000000-ABJE2_1_1103_26854_16703	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1103_26858_19850	0	0	0	2	0	0	0
M01153_28_000000000-ABJE2_1_1103_26867_7303	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1103_26949_12426	3	0	1	0	5	0	0
M01153_28_000000000-ABJE2_1_1103_26975_21522	0	0	0	2	0	0	0
M01153_28_000000000-ABJE2_1_1103_27184_21612	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1103_27189_13786	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1103_27195_14763	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_27195_20002	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_27203_20308	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_27225_17178	0	0	0	0	13	0	0
M01153_28_000000000-ABJE2_1_1103_27250_14447	0	0	0	3	0	0	0
M01153_28_000000000-ABJE2_1_1103_27315_9287	2	0	0	0	0	6	0
M01153_28_000000000-ABJE2_1_1103_27358_15733	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_27358_17146	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1103_27363_11133	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1103_27456_13283	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_27509_17192	0	0	0	3	0	0	0
M01153_28_000000000-ABJE2_1_1103_27536_9085	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1103_27545_15159	0	0	6	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_2757_17993	0	0	0	0	9	0	0
M01153_28_000000000-ABJE2_1_1103_27596_12592	0	0	26	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_27612_12086	0	0	12	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_2763_19412	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_27644_12745	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1103_27733_14135	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_27749_12474	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1103_27814_12207	0	0	0	0	0	24	0
M01153_28_000000000-ABJE2_1_1103_27873_12175	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_27902_11911	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_27916_10455	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1103_27932_12641	0	0	0	0	0	15	0
M01153_28_000000000-ABJE2_1_1103_27952_15788	4	0	0	0	0	3	0
M01153_28_000000000-ABJE2_1_1103_27991_21494	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_28057_18992	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1103_2808_14116	0	0	0	0	0	6	0
M01153_28_000000000-ABJE2_1_1103_28174_15323	0	0	12	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_2827_13665	0	0	0	0	0	0	2
M01153_28_000000000-ABJE2_1_1103_28285_11590	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1103_28290_16776	0	0	0	0	0	2	0
M01153_28_000000000-ABJE2_1_1103_28308_17371	7	6	0	0	2	4	0
M01153_28_000000000-ABJE2_1_1103_28324_15730	0	0	0	0	3	0	0
M01153_28_000000000-ABJE2_1_1103_28324_19190	0	0	0	19	0	0	0
M01153_28_000000000-ABJE2_1_1103_28418_13667	4	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_28469_19774	0	0	3	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_28483_19435	0	0	19	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_28501_16740	2	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_2867_13621	0	90	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_28714_20488	0	0	0	0	0	3	2
M01153_28_000000000-ABJE2_1_1103_28756_17111	19	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_28813_20024	3	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_28839_16471	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1103_28842_19326	0	0	15	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_28934_11578	0	0	2	0	0	0	9
M01153_28_000000000-ABJE2_1_1103_28939_18855	0	0	2	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_28965_11358	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1103_28982_17286	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_28994_14372	9	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_29100_17576	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1103_29129_17951	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1103_29367_15856	0	0	0	0	0	1	0
