primary_accession	OSD188_6_14_RI	OSD189_6_14_YNG	OSD190_6_14_KI	OSD191_6_14_DRW	OSD31_6_14_PH	OSD32_6_14_NSI	OSD33_6_14_MI
M01153_28_000000000-ABJE2_1_2107_13535_13828	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_13535_20824	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_13539_6439	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_2107_13575_28444	0	3	0	0	5	0	0
M01153_28_000000000-ABJE2_1_2107_13588_7880	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_13603_28705	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_13637_23409	0	0	3	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_13664_4298	0	0	0	0	7	0	0
M01153_28_000000000-ABJE2_1_2107_13693_13177	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_2107_13716_20606	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_13717_7824	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_2107_13749_2781	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_13771_14929	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_2107_13818_6005	2	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_13836_14130	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_2107_13866_4666	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_13907_9158	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_13968_20578	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_13984_8383	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_13985_19975	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_2107_14000_26199	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_14005_5635	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_2107_14033_21783	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_2107_14119_7201	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_2107_14120_3924	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_14132_26788	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_2107_14170_20897	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_2107_14223_28011	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_2107_14265_11229	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_14285_5726	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_2107_14360_9246	0	0	2	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_14389_12106	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_14398_23854	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_2107_14408_7412	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_14414_11260	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_14448_19292	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_14466_8849	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_14471_16226	0	0	0	14	0	0	0
M01153_28_000000000-ABJE2_1_2107_14522_21940	0	0	3	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_14535_16009	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_2107_14551_6030	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_2107_14565_7276	0	0	0	0	0	0	3
M01153_28_000000000-ABJE2_1_2107_14587_2879	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_2107_14588_28546	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_14610_10468	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_2107_14632_19661	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_2107_14646_20926	0	0	0	0	0	0	2
M01153_28_000000000-ABJE2_1_2107_14687_3306	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_14699_24238	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_14740_8593	0	0	0	15	0	0	0
M01153_28_000000000-ABJE2_1_2107_14774_18927	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_14793_20127	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_14796_20987	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_14840_2827	0	0	5	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_14899_16879	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_2107_14925_2198	2	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_14984_22728	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_2107_14988_20169	0	0	0	0	0	0	4
M01153_28_000000000-ABJE2_1_2107_15001_17263	0	0	1	0	0	0	1
M01153_28_000000000-ABJE2_1_2107_15035_3321	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_2107_15061_14456	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_2107_15089_23797	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_2107_15091_7958	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_2107_15107_6817	0	0	865	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_15171_2489	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_2107_15226_24073	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_2107_15287_28220	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_15313_18483	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_2107_15337_26510	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_2107_15399_28868	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_15493_11888	0	0	0	0	0	2	0
M01153_28_000000000-ABJE2_1_2107_15493_23947	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_2107_15515_21276	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_15538_23143	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_2107_15600_2321	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_2107_15601_25682	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_15709_19360	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_2107_15719_14333	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_2107_15815_2406	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_2107_15817_25102	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_15888_17079	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_15931_20331	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_15954_24794	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_15964_16461	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_2107_15973_28786	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_2107_15976_1991	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_15985_23348	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_2107_15997_28885	0	0	0	0	0	0	2
M01153_28_000000000-ABJE2_1_2107_16002_28479	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_2107_16020_10052	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_2107_16054_5485	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_2107_16062_6979	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_16119_4069	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_2107_16120_5629	0	0	0	0	0	0	3
M01153_28_000000000-ABJE2_1_2107_16162_6195	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_2107_16172_5326	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_16200_14362	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_16201_18704	0	11	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_16215_3828	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_16223_17072	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_2107_16264_22220	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_2107_16265_14409	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_16276_10008	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_2107_16303_12483	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_2107_16323_10671	0	0	0	2	0	0	0
M01153_28_000000000-ABJE2_1_2107_16329_9547	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_16449_5937	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_2107_16452_10141	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_16494_23544	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_16531_27543	0	0	0	0	2	0	0
M01153_28_000000000-ABJE2_1_2107_16532_16681	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_2107_16567_19127	0	4	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_16649_7370	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_2107_16659_15657	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_2107_16727_19235	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_16769_14996	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_2107_16776_10807	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_2107_16792_24486	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_16850_25112	0	0	0	0	0	0	2
M01153_28_000000000-ABJE2_1_2107_16860_24907	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_16889_2469	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_2107_16946_13060	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_2107_16952_6447	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_17077_8017	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_2107_17183_17953	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_17191_9347	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_2107_17200_6327	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_17232_14041	0	3	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_17273_25172	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_17279_2021	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_2107_17283_15950	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_2107_17284_23039	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_2107_17292_25816	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_2107_17307_11678	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_2107_17332_19202	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_17344_20145	2	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_17360_20329	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_2107_17384_26435	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_17398_9405	0	0	2	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_17472_4707	0	0	0	0	2	0	0
M01153_28_000000000-ABJE2_1_2107_17502_12575	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_17524_5565	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_2107_17536_23124	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_17551_28602	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_2107_17555_9249	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_2107_17556_28062	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_17557_14346	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_17589_11127	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_2107_17602_5940	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_2107_17623_12020	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_2107_17632_25354	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_2107_17662_3529	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_2107_17680_2968	3	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_17837_7009	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_17870_28634	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_2107_17909_22281	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_17939_13655	0	0	0	2	0	0	0
M01153_28_000000000-ABJE2_1_2107_17951_27240	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_2107_17956_11501	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_2107_17971_27929	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_17982_7539	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_2107_17995_22728	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_18054_6923	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_2107_18063_19123	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_18074_13138	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_2107_18112_4781	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_18123_16036	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_2107_18157_22028	0	2	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_18169_5343	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_18200_7649	0	19	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_18214_18918	2	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_18254_28817	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_2107_18296_5901	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_18310_26446	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_2107_18379_19961	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_2107_18415_14396	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_18492_10279	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_18530_5350	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_18536_13469	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_2107_18561_13179	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_2107_18573_16298	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_18586_12641	0	0	0	2	0	0	0
M01153_28_000000000-ABJE2_1_2107_18613_25112	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_18619_3943	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_2107_18687_20453	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_18710_23888	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_2107_18721_8269	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_18748_26898	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_18758_18444	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_2107_18773_6218	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_2107_18847_7223	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_2107_18855_21816	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_2107_18930_27847	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_18980_5940	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_18988_10305	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_19087_2808	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_2107_19095_19730	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_2107_19113_3227	0	0	0	0	0	0	7
M01153_28_000000000-ABJE2_1_2107_19113_9144	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_2107_19123_22835	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_19135_2159	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_19187_17773	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_19225_16506	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_2107_19230_11087	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_19236_3741	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_19241_4799	0	11	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_19310_24736	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_2107_19332_11846	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_2107_19366_7479	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_2107_19395_23403	0	6	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_19401_3796	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_2107_19478_20632	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_19499_20629	0	0	0	0	10	0	0
M01153_28_000000000-ABJE2_1_2107_19512_3377	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_19534_5763	0	206	0	36	95	35	0
M01153_28_000000000-ABJE2_1_2107_19538_21788	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_2107_19557_19888	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_2107_19559_20658	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_19574_18545	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_19576_4773	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_19644_10859	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_19697_9511	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_2107_19733_4396	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_2107_19757_8126	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_19788_28410	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_2107_19837_27373	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_2107_19854_2815	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_19937_16718	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_2107_20010_28108	0	0	0	0	0	0	3
M01153_28_000000000-ABJE2_1_2107_20110_28207	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_20143_2460	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_2107_20208_12902	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_2107_20228_14461	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_2107_20229_25523	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_2107_20230_10795	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_2107_20257_10564	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_20267_6827	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_20269_14053	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_20280_25810	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_20297_8977	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_2107_20364_26146	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_2107_20368_13928	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_2107_20449_15366	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_20528_28137	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_20530_4828	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_20552_27080	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_20651_3767	0	0	0	0	2	0	0
M01153_28_000000000-ABJE2_1_2107_20710_11655	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_20711_22975	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_2107_20731_27402	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_20769_10095	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_2107_20769_19270	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_2107_20796_19998	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_20841_18047	0	0	0	0	3	0	0
M01153_28_000000000-ABJE2_1_2107_20850_13575	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_2107_20859_15436	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_20864_24033	0	0	0	0	2	0	0
M01153_28_000000000-ABJE2_1_2107_20865_23577	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_2107_20866_23517	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_20881_22654	0	2	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_20889_15068	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_2107_20890_2767	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_2107_20900_14165	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_20909_16757	0	10	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_20932_18534	0	3	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_20942_27710	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_21033_22287	0	0	0	5	0	0	0
M01153_28_000000000-ABJE2_1_2107_21049_17432	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_21077_5371	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_2107_21092_7289	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_2107_21123_6614	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_21162_10416	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_2107_21170_25518	0	1	0	0	0	1	0
M01153_28_000000000-ABJE2_1_2107_21176_20806	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_2107_21190_15071	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_21275_25494	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_2107_21322_8236	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_2107_21367_9881	0	0	0	2	0	0	0
M01153_28_000000000-ABJE2_1_2107_21440_11739	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_21451_8136	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_21496_20770	0	0	2	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_21511_10094	4	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_21541_24039	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_21548_6177	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_2107_21557_3221	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_21575_17797	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_2107_21577_20917	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_21614_2741	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_21678_4480	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_21730_16728	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_21736_7127	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_2107_21738_9518	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_21792_8731	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_2107_21799_13324	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_21808_23724	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_2107_21839_7450	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_21869_19649	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_21888_3954	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_21906_5131	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_2107_21933_13084	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_2107_21945_8132	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_2107_21947_9144	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_2107_21949_22820	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_2107_21965_13079	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_2107_21970_17889	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_22008_11063	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_2107_22009_2996	0	0	0	0	0	0	2
M01153_28_000000000-ABJE2_1_2107_22025_25901	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_2107_22040_6023	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_2107_22099_12223	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_2107_22158_5506	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_2107_22192_4068	0	0	0	0	2	0	0
M01153_28_000000000-ABJE2_1_2107_22205_8240	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_22209_14930	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_2107_22217_6539	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_22249_11805	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_2107_22250_22914	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_2107_22276_13205	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_22287_14595	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_2107_22299_11246	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_2107_22303_14578	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_2107_22333_13991	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_22355_26153	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_2236_18632	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_22420_5004	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_2107_2243_13950	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_22441_8170	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_22442_13420	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_22463_9339	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_2107_22477_12687	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_2107_22524_26171	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_22649_17371	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_22663_8034	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_22690_16682	0	0	0	0	0	4	0
M01153_28_000000000-ABJE2_1_2107_22693_17529	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_22806_18112	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_2107_22979_25607	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_22999_3490	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_2107_23039_4992	0	0	0	0	13	0	0
